,0
1172,"11600 Century Oaks Terrace, Austin, TX 78758, USA"
1173,"1200 S Lamar Blvd, Austin, TX 78704, USA"
1174,"1800 Burton Dr, Austin, TX 78741, USA"
1175,"3000 Harris Park Ave, Austin, TX 78705, USA"
1176,"2900 W Anderson Ln, Austin, TX 78757, USA"
1177,133480520
1178,"2400 Congress Ave, Austin, TX 78701, USA"
1179,"2600 Canterbury St, Austin, TX 78702, USA"
1180,"5100 N Lamar Blvd, Austin, TX 78751, USA"
1181,122251439
1182,131381513
1183,"1100 Kingsbury St, Austin, TX 78703, USA"
1184,"Austin, TX 78701, USA"
1185,"2400 W Slaughter Ln, Austin, TX 78748, USA"
1186,"14000 S Interstate 35 Frontage Rd, New Braunfels, TX 78130, USA"
1187,"9600 Middle Fiskville Rd, Austin, TX 78753, USA"
1188,"7100 Crosswood Dr, Austin, TX 78745, USA"
1189,150250829
1190,"5500 City Park Rd, Austin, TX 78730, USA"
1191,"9900 Briar Ridge Dr, Austin, TX 78748, USA"
1192,170961953
1193,"800 N Meadows Dr, Austin, TX 78758, USA"
1194,142171334
1195,152311335
1196,"400 Colorado St, Austin, TX 78701, USA"
1197,"1000 Broadview St, Austin, TX 78723, USA"
1198,"700 Woodward St, Austin, TX 78704, USA"
1199,"5000 Burnet Rd, Austin, TX 78756, USA"
1200,161880117
1201,"4500 Kalama Dr, Austin, TX 78749, USA"
1202,"476, 500 W Canyon Ridge Dr, Austin, TX 78753, USA"
1203,"10100 Escarpment Blvd, Austin, TX 78739, USA"
1204,130311465
1205,"Staked Plains Dr, Austin, TX 78717, USA"
1206,"500 E 9th St, Austin, TX 78701, USA"
1207,"9500 Spectrum Dr, Austin, TX 78717, USA"
1208,"8930 Burnet Rd, Austin, TX 78757, USA"
1209,"1300 Mckie Dr, Austin, TX 78752, USA"
1210,"500 Brazos St, Austin, TX 78701, USA"
1211,"1900 Westridge Dr, Austin, TX 78704, USA"
1212,"7500 Hardy Dr, Austin, TX 78757, USA"
1213,"4100 Guadalupe St, Austin, TX 78751, USA"
1214,"411 W Martin Luther King Jr Blvd, Austin, TX 78701, USA"
1215,"400 Colorado St, Austin, TX 78701, USA"
1216,"500 E 6th St, Austin, TX 78701, USA"
1217,"400 E 6th St, Austin, TX 78701, USA"
1218,"500 E Annie St, Austin, TX 78704, USA"
1219,"6200 E Riverside Dr, Austin, TX 78741, USA"
1220,"6200 Adalee Ave, Austin, TX 78723, USA"
1221,131870702
1222,"12611 N Hwy 183, Austin, TX 78759, United States"
1223,142251851
1224,"6610 Burnet Rd, Austin, TX 78757, USA"
1225,141510479
1226,"2400 Wickersham Ln, Austin, TX 78741, USA"
1227,"5500 Avenue F, Austin, TX 78751, USA"
1228,"1000 Clayton Ln, Austin, TX 78723, USA"
1229,"2300 Durwood St, Austin, TX 78704, USA"
1230,172670317
1231,"3300 S Oak Dr, Austin, TX 78704, USA"
1232,130680988
1233,"500 E 7th St, Austin, TX 78701, USA"
1234,"1006 E Yager Ln, Austin, TX 78753, USA"
1235,"1600 Montopolis Dr, Austin, TX 78741, USA"
1236,161101901
1237,"500 Sabine St, Austin, TX 78701, USA"
1238,120130968
1239,"3303 Serene Hills Dr, Lakeway, TX 78738, USA"
1240,"0 East Ave, Austin, TX 78701, USA"
1241,"500 E Ben White Blvd #1000, Austin, TX 78704, USA"
1242,"11800 Jollyville Rd, Austin, TX 78759, USA"
1243,"6900 Breezy Pass, Austin, TX 78749, USA"
1244,"8200 N Lamar Blvd, Austin, TX 78753, USA"
1245,130810611
1246,132691649
1247,142041946
1248,"2400 Cromwell Cir, Austin, TX 78741, USA"
1249,"3500 Webberville Rd, Austin, TX 78702, USA"
1250,"3300 Manor Rd, Austin, TX 78723, USA"
1251,"2500 Lavendale Ct, Austin, TX 78748, USA"
1252,"900 W 22nd St, Austin, TX 78705, USA"
1253,"6800 Branchwood Dr, Austin, TX 78744, USA"
1254,121711132
1255,"8300 Cochrane Cove, Austin, TX 78757, USA"
1256,"1000 Justin Ln, Austin, TX 78757, USA"
1257,"11300 Boulder Ln, Austin, TX 78726, USA"
1258,151900927
1259,"2200 Barton Springs Rd, Austin, TX 78746, USA"
1260,"600W 8th St, Austin, TX 78701, USA"
1261,"10422 Lake Creek Pkwy, Austin, TX 78750, USA"
1262,"500 Trinity St, Austin, TX 78701, USA"
1263,"600 Guadalupe St, Austin, TX 78701, USA"
1264,"3400 E Martin Luther King Jr Blvd, Austin, TX 78721, USA"
1265,"2400 Cromwell Cir, Austin, TX 78741, USA"
1266,130470636
1267,"Neches St, Austin, TX 78701, USA"
1268,"5700 Manor Rd, Austin, TX 78723, USA"
1269,"12300 Metric Blvd, Austin, TX 78758, USA"
1270,"14800 Avery Ranch Blvd, Austin, TX 78717, USA"
1271,"2400 San Gabriel St, Austin, TX 78705, USA"
1272,"2900 Sunridge Dr, Austin, TX 78741, USA"
1273,"400 Congress Ave, Austin, TX 78701, USA"
1274,"7100 Geneva Dr, Austin, TX 78723, USA"
1275,"6100 Atwood St, Austin, TX 78741, USA"
1276,"9500 N Lamar Blvd, Austin, TX 78753, USA"
1277,"400 E 6th St, Austin, TX 78701, USA"
1278,"8000 Gessner Dr, Austin, TX 78753, USA"
1279,"8000 Burnet Rd, Austin, TX 78757, USA"
1280,"3800 E 12th St, Austin, TX 78721, USA"
1281,"6500 Decker Ln, Austin, TX 78724, USA"
1282,"9800 Stonelake Blvd, Austin, TX 78759, USA"
1283,"6700 Burnet Ln, Austin, TX 78757, USA"
1284,"800 W Cesar Chavez St, Austin, TX 78703, USA"
1285,"1000 Edgecliff Terrace, Austin, TX 78704, USA"
1286,"1500 W Parmer Ln, Austin, TX 78727, USA"
1287,"7100 Alegre Pass, Austin, TX 78744, USA"
1288,172441639
1289,"Austin, TX 78704, USA"
1290,"Mckie Dr, Austin, TX 78752, USA"
1291,"4800 Fairview Dr, Austin, TX 78731, USA"
1292,170460145
1293,"10001 Manchaca Rd, Austin, TX 78748, USA"
1294,"1100 E 12th St, Austin, TX 78702, USA"
1295,"200 Lavaca St, Austin, TX 78701, USA"
1296,"2800 Webberville Rd, Austin, TX 78702, USA"
1297,"5200 Burnet Rd, Austin, TX 78756, USA"
1298,"6600 Ashland Dr, Austin, TX 78723, USA"
1299,151300891
1300,"4000 W Parmer Ln, Austin, TX 78727, USA"
1301,"800 E Cesar Chavez St, Austin, TX 78702, USA"
1302,"2500 E Riverside Dr, Austin, TX 78741, USA"
1303,161521703
1304,"1200 E 52nd St, Austin, TX 78723, USA"
1305,"400 E 6th St, Austin, TX 78701, USA"
1306,"1000 Norwood Park Blvd, Austin, TX 78752, USA"
1307,"1701 E 11th St, Austin, TX 78702, USA"
1308,"2200 S 3rd St, Austin, TX 78704, USA"
1309,162881034
1310,172230933
1311,130941196
1312,"7800 San Felipe Blvd, Austin, TX 78729, USA"
1313,171421029
1314,"3300 W Slaughter Ln, Austin, TX 78748, USA"
1315,"2000 E Riverside Dr, Austin, TX 78741, USA"
1316,"7900 Thaxton Rd, Austin, TX 78747, USA"
1317,"6601 Cameron Rd, Austin, TX 78752, USA"
1318,"6600 Beauford Dr, Austin, TX 78750, USA"
1319,"1200 W Rundberg Ln, Austin, TX 78758, USA"
1320,"800 W Annie St, Austin, TX 78704, USA"
1321,"5000 Nuckols Crossing Rd, Austin, TX 78744, USA"
1322,"Barton Springs Pool South Gate, 900-, 1076 Robert E Lee Rd, Austin, TX 78704, United States"
1323,120782078
1324,"9900 N Lamar Blvd, Austin, TX 78753, USA"
1325,"13000 Pond Springs Rd, Austin, TX 78729, USA"
1326,"600 Red River St, Austin, TX 78701, USA"
1327,"5800 Ainez Dr, Austin, TX 78744, USA"
1328,"4500 Frontier Trail, Austin, TX 78745, USA"
1329,"2300 East Side Dr, Austin, TX 78704, USA"
1330,140171414
1331,"6500 Champion Grandview Way, Austin, TX 78750, USA"
1332,"1800 Rabb Rd, Austin, TX 78704, USA"
1333,"1100 August Dr, Austin, TX 78753, USA"
1334,"4200 Speedway, Austin, TX 78751, USA"
1335,"2000 E 13th St, Austin, TX 78702, USA"
1336,"3400 Pickle Dr, Austin, TX 78702, USA"
1337,"5358 Manchaca Rd, Austin, TX 78745, USA"
1338,141681729
1339,"1200 Fieldcrest Dr, Austin, TX 78704, USA"
1340,"Co Rd 183, Austin, TX 78717, USA"
1341,153020727
1342,"9800 N Lamar Blvd, Austin, TX 78753, USA"
1343,"W Parmer Ln, Austin, TX, USA"
1344,"3800 E 12th St, Austin, TX 78721, USA"
1345,"9600 South IH-35 Service Road Sb, Austin, TX 78748, United States"
1346,"400 E 5th St, Austin, TX 78701, USA"
1347,"2500 Spirit of Texas Dr, Austin, TX 78719, USA"
1348,"5900 Airport Blvd, Austin, TX 78752, USA"
1349,"2000 E 8th St, Austin, TX 78702, USA"
1350,"9500 Stonelake Blvd, Austin, TX 78759, USA"
1351,"2300 W Howard Ln, Austin, TX 78728, USA"
1352,"800 W Slaughter Ln, Austin, TX 78748, USA"
1353,"2510 Leon St, Austin, TX 78705, USA"
1354,"5200 E Riverside Dr, Austin, TX 78741, USA"
1355,"2600 Deerfoot Trail, Austin, TX 78704, USA"
1356,121161066
1357,132062062
1358,"5700 Airport Blvd, Austin, TX 78751, USA"
1359,"4400 Jinx Ave, Austin, TX 78745, USA"
1360,"2300 North Loop Boulevard, Austin, TX 78756, USA"
1361,"2100 Whitestone Dr, Austin, TX 78745, USA"
1362,"400 Sterzing St, Austin, TX 78704, USA"
1363,"8600 Wall St, Austin, TX 78754, USA"
1364,"9500 Solana Vista Loop, Austin, TX 78750, USA"
1365,"803 W 28th St, Austin, TX 78705, USA"
1366,"6500 Tara Dr, Austin, TX 78747, USA"
1367,"5000 Burnet Rd, Austin, TX 78756, USA"
1368,"800 E Slaughter Ln, Austin, TX 78744, USA"
1369,"7800 Manchaca Rd, Austin, TX 78745, USA"
1370,142790487
1371,"4300 Airport Blvd, Austin, TX 78722, USA"
1372,"9400 N Lamar Blvd, Austin, TX 78753, USA"
1373,"12611 N Hwy 183, Austin, TX 78759, United States"
1374,142901880
1375,"2500 Elmont Dr, Austin, TX 78741, USA"
1376,"Chalmers Ave, Austin, TX 78702, USA"
1377,"8100 Brodie Ln, Austin, TX 78745, USA"
1378,"1500 Toomey Rd, Austin, TX 78704, USA"
1379,"Dessau Rd, Austin, TX, USA"
1380,160260771
1381,"1000 E Rundberg Ln, Austin, TX 78753, USA"
1382,160210430
1383,122521949
1384,131571035
1385,"7400 Carver Ave, Austin, TX 78752, USA"
1386,"1500 Faro Dr, Austin, TX 78741, USA"
1387,"400 Capitol Dr, Austin, TX 78753, USA"
1388,150050464
1389,"0 Trinity St, Austin, TX 78701, USA"
1390,"8900 N Lamar Blvd, Austin, TX 78753, USA"
1391,"100 E 11th St, Austin, TX 78701, USA"
1392,"Heritage Oaks Neighborhood Park, 2100 Parker Ln, Austin, TX 78741, USA"
1393,"200 W 4th St, Austin, TX 78701, USA"
1394,"2112 E William Cannon Dr, Austin, TX 78744, USA"
1395,"1000 Baylor St, Austin, TX 78703, USA"
1396,"200 W 27th St, Austin, TX 78705, USA"
1397,"600 North Loop Boulevard, Austin, TX 78751, USA"
1398,"300 Barton Springs Rd, Austin, TX 78704, USA"
1399,160090677
1400,"300 Craigmont Dr, Austin, TX 78745, USA"
1401,"3300 Manor Rd, Austin, TX 78723, USA"
1402,130911688
1403,"2300 S Pleasant Valley Rd, Austin, TX 78741, USA"
1404,"700 Guadalupe St, Austin, TX 78701, USA"
1405,"1100 Congress Ave, Austin, TX 78701, USA"
1406,"3900 Guadalupe St, Austin, TX 78705, USA"
1407,"4200 Duval Rd, Austin, TX 78759, USA"
1408,151470555
1409,"1400 Wells Branch Pkwy, Pflugerville, TX 78660, USA"
1410,"1800 Brandt Rd, Austin, TX 78744, USA"
1411,"4700 Brassiewood Dr, Austin, TX 78744, USA"
1412,"1500 Rockdale Cir, Austin, TX 78704, USA"
1413,"900 W Anderson Ln, Austin, TX 78757, USA"
1414,"4500 Manchaca Rd, Austin, TX 78745, USA"
1415,"1400 Lorraine Loop, Austin, TX 78758, USA"
1416,"9529 Hotel Dr, Austin, TX 78719, USA"
1417,"5000 Teri Rd, Austin, TX 78744, USA"
1418,"4400 E Oltorf St, Austin, TX 78741, USA"
1419,130881199
1420,"6100 Manor Rd, Austin, TX 78723, USA"
1421,"600 E 6th St, Austin, TX 78701, USA"
1422,"8300 Bradford Edward Cove, Austin, TX 78759, USA"
1423,"6600 Ridge Oak Rd, Austin, TX 78749, USA"
1424,"5341 Industrial Oaks Blvd, Austin, TX 78735, USA"
1425,"Eastcrest Dr, Austin, TX 78752, USA"
1426,"100 W Slaughter Ln, Austin, TX 78748, USA"
1427,"6600 Highpoint Dr, Austin, TX 78723, USA"
1428,"800 W 24th St, Austin, TX 78705, USA"
1429,131211117
1430,"800 E 7th St, Austin, TX 78702, USA"
1431,151870172
1432,"3500 Old Bull Creek Rd, Austin, TX 78731, USA"
1433,"9037 Research Blvd Ste 500, Austin, TX 78758, USA"
1434,"700 E William Cannon Dr, Austin, TX 78745, USA"
1435,"6500 Hickman Ave, Austin, TX 78723, USA"
1436,"1500 S Pleasant Valley Rd, Austin, TX 78741, USA"
1437,"12600 Sky Harbor Dr, Del Valle, TX 78617, USA"
1438,"1202 W Braker Ln, Austin, TX 78758, USA"
1439,"8449 E Parmer Ln, Manor, TX 78653, USA"
1440,"4424 S MoPac Expy, Austin, TX 78735, USA"
1441,"12300 Willow Bend Dr, Austin, TX 78758, USA"
1442,"0 East Ave, Austin, TX 78701, USA"
1443,"W Oltorf St, Austin, TX 78704, USA"
1444,"900 Brass St, Austin, TX 78702, USA"
1445,"West Gate Blvd, Austin, TX, USA"
1446,"200 W 38th St, Austin, TX 78705, USA"
1447,"13858 US-183, Austin, TX 78750, USA"
1448,"3600 Meredith St, Austin, TX 78703, USA"
1449,130822095
1450,"Redbud Trail, Austin, TX 78746, USA"
1451,"6900 Daugherty St, Austin, TX 78757, USA"
1452,"12100 Metric Blvd, Austin, TX 78758, USA"
1453,"14200 The Lakes Blvd, Pflugerville, TX 78660, USA"
1454,"900 E St Johns Ave, Austin, TX 78752, USA"
1455,"3300 Blumie St, Austin, TX 78745, USA"
1456,"4000 E 6th St, Austin, TX 78702, USA"
1457,132691169
1458,"10700 Lanshire Dr, Austin, TX 78758, USA"
1459,"2000 Fortview Rd, Austin, TX 78704, USA"
1460,"2900 E 13th St, Austin, TX 78702, USA"
1461,"500 E 8th St, Austin, TX 78701, USA"
1462,"8800 Brookfield Dr, Austin, TX 78758, USA"
1463,131020511
1464,132432020
1465,"6700 Lakewood Dr, Austin, TX 78731, USA"
1466,"3600 Presidential Blvd, Austin, TX 78719, USA"
1467,"6300 Ledge Mountain Dr, Austin, TX 78731, USA"
1468,"9600 N Lamar Blvd, Austin, TX 78753, USA"
1469,"3838 Mt Bonnell Rd, Austin, TX 78731, USA"
1470,153210181
1471,"2900 E 12th St, Austin, TX 78702, USA"
1472,"5700 W Slaughter Ln, Austin, TX 78749, USA"
1473,170660374
1474,"12611 N Hwy 183, Austin, TX 78759, United States"
1475,"5900 Jacob Glen, Austin, TX 78727, USA"
1476,"1600 Headway Cir, Austin, TX 78754, USA"
1477,"6100 Richardson Ln, Austin, TX 78741, USA"
1478,"6200 Walker Ln, Austin, TX 78741, USA"
1479,142401080
1480,"11600 Century Oaks Terrace, Austin, TX 78758, USA"
1481,"1100 W Cesar Chavez St, Austin, TX 78701, USA"
1482,"0 Rainey St, Austin, TX 78701, USA"
1483,"1101 W 6th St, Austin, TX 78703, USA"
1484,"2100 W Slaughter Ln, Austin, TX 78748, USA"
1485,"12611 N Hwy 183, Austin, TX 78759, United States"
1486,"1200 San Antonio St, Austin, TX 78701, USA"
1487,"Neches St, Austin, TX 78701, USA"
1488,"10500 Avery Club Dr, Austin, TX 78717, USA"
1489,"2300 Berkeley Ave, Austin, TX 78745, USA"
1490,"8200 Georgian Dr, Austin, TX 78753, USA"
1491,"1600 Wickersham Ln, Austin, TX 78741, USA"
1492,120910576
1493,120801072
1494,"Austin, TX 78701, USA"
1495,"6200 Loyola Ln, Austin, TX 78724, USA"
1496,132540199
1497,"800 E Rundberg Ln, Austin, TX 78753, USA"
1498,"7300 Fm 2222, Austin, TX 78730, USA"
1499,141701233
1500,"7100 Brodie Ln, Austin, TX 78745, USA"
1501,"1823 E 7th St, Austin, TX 78702, USA"
1502,"2600 S Pleasant Valley Rd, Austin, TX 78741, USA"
1503,"2900 Alsatia Dr, Austin, TX 78748, USA"
1504,"10400 Bilbrook Pl, Austin, TX 78748, USA"
1505,121612185
1506,"4537 S IH 35 Frontage Rd, Austin, TX 78744, USA"
1507,132451019
1508,"2100 Burton Dr, Austin, TX 78741, USA"
1509,"2200 E Riverside Dr, Austin, TX 78741, USA"
1510,"100 W Riverside Dr, Austin, TX 78704, USA"
1511,143321476
1512,"500 Strawberry Cove, Austin, TX 78745, USA"
1513,"2105 Justin Ln #106, Austin, TX 78757, USA"
1514,"W Riverside Dr, Austin, TX 78704, USA"
1515,"1800 Burton Dr, Austin, TX 78741, USA"
1516,123410512
1517,"E Riverside Dr, Austin, TX, USA"
1518,"476, 500 W Canyon Ridge Dr, Austin, TX 78753, USA"
1519,"1600 Payton Gin Rd, Austin, TX 78758, USA"
1520,122980786
1521,140860472
1522,142781170
1523,"11600 River Oaks Trail, Austin, TX 78753, USA"
1524,"1500 Anise Dr, Austin, TX 78741, USA"
1525,"2600 Santa Rosa St, Austin, TX 78702, USA"
1526,121191164
1527,"Nuckols Crossing Rd, Austin, TX 78744, USA"
1528,"12800 Staton Dr, Austin, TX 78727, USA"
1529,"9900 Brandywine Cir, Austin, TX 78750, USA"
1530,160440130
1531,"1700 S Lakeshore Blvd, Austin, TX 78741, USA"
1532,"5500 N Lamar Blvd, Austin, TX 78751, USA"
1533,"9100 Northgate Blvd, Austin, TX 78758, USA"
1534,172951161
1535,"E 9th St, Austin, TX, USA"
1536,"7600 Blessing Ave, Austin, TX 78752, USA"
1537,"E 7th St, Austin, TX, USA"
1538,"3600 Presidential Blvd, Austin, TX 78719, USA"
1539,"700 E 8th St, Austin, TX 78701, USA"
1540,"2900 Terry Ln, Del Valle, TX 78617, USA"
1541,"2200 E Riverside Dr, Austin, TX 78741, USA"
1542,"11000 Midbury Ct, Austin, TX 78748, USA"
1543,"12611 N Hwy 183, Austin, TX 78759, United States"
1544,130580332
1545,"1800 E Stassney Ln, Austin, TX 78744, USA"
1546,"San Jacinto Blvd, Austin, TX, USA"
1547,"2000 E Riverside Dr, Austin, TX 78741, USA"
1548,"15700 Belfin Dr, Austin, TX 78717, USA"
1549,"3700 S 2nd St, Austin, TX 78704, USA"
1550,122411021
1551,122990537
1552,"1700 E William Cannon Dr, Austin, TX 78744, USA"
1553,"Austin, TX 78701, USA"
1554,"5800 Gorham Glen Ln, Austin, TX 78739, USA"
1555,"2800 Jadewood Ct, Austin, TX 78748, USA"
1556,"500 Ralph Ablanedo Dr, Austin, TX 78748, USA"
1557,153510448
1558,"One Congress Plaza, 100 Congress Ave, Austin, TX 78701, USA"
1559,"900 San Antonio St, Austin, TX 78701, USA"
1560,"5200 Tahoe Trail, Austin, TX 78745, USA"
1561,"1000 Arthur Stiles Rd, Austin, TX 78721, USA"
1562,122842111
1563,"9900 Hotel Dr, Austin, TX 78719, USA"
1564,"2300 Melissa Oaks Ln, Austin, TX 78744, USA"
1565,"9600 Chukar Cir, Austin, TX 78758, USA"
1566,"2100 Faro Dr, Austin, TX 78741, USA"
1567,"4600 Suburban Dr, Austin, TX 78745, USA"
1568,"9300 Neils Thompson Dr, Austin, TX 78758, USA"
1569,"700 W William Cannon Dr, Austin, TX 78745, USA"
1570,"Chicon St, Austin, TX, USA"
1571,"816 Congress Ave # 1260, Austin, TX 78701, USA"
1572,"E Hwy 71, Austin, TX, USA"
1573,152791826
1574,153390961
1575,"5100 Summerset Trail, Austin, TX 78749, USA"
1576,"3300 Bryker Dr, Austin, TX 78703, USA"
1577,"2323 San Antonio St, Austin, TX 78705, USA"
1578,"2500 W Anderson Ln, Austin, TX 78757, USA"
1579,"FM1825, Austin, TX 78660, USA"
1580,"1700 W Anderson Ln, Austin, TX 78757, USA"
1581,"11900 Domain Dr, Austin, TX 78758, USA"
